cell_type,gene_symbol
Mural,1500009L16Rik
Mural,1700120C14Rik
Mural,Accs
Mural,Acta2
Mural,Adamts15
Mural,Adamts16
Mural,Adamts8
Mural,Adamtsl1
Mural,Adcy6
Mural,Airn
Mural,Amigo2
Mural,Ano1
Mural,Aoc3
Mural,Arglu1
Mural,Arhgap10
Mural,Arhgef7
Mural,Arid3b
Mural,Asb2
Mural,AW011738
Mural,BC053749
Mural,Bend3
Mural,Bgn
Mural,Bmp5
Mural,C1qtnf7
Mural,C1rb
Mural,C1s
Mural,C230081A13Rik
Mural,Capn15
Mural,Ces5a
Mural,Cnn1
Mural,Cog7
Mural,Col18a1
Mural,Crip1
Mural,Crispld2
Mural,Crtc3
Mural,Ctnna3
Mural,Des
Mural,Dnah8
Mural,Dok6
Mural,Dstn
Mural,Eif4e3
Mural,Emilin1
Mural,Ephx3
Mural,Errfi1
Mural,Espl1
Mural,Fbxl22
Mural,Fgl2
Mural,Filip1l
Mural,Flna
Mural,Foxs1
Mural,Frk
Mural,Fstl1
Mural,Fzd5
Mural,Gbp6
Mural,Gm12216
Mural,Gm13889
Mural,Gm16845
Mural,Gm19705
Mural,Gm5077
Mural,Gpr20
Mural,Gucd1
Mural,Gucy1b3
Mural,Hspb2
Mural,Il34
Mural,Itga10
Mural,Itga8
Mural,Kctd16
Mural,Kirrel
Mural,Ldb3
Mural,Lgals8
Mural,Lingo4
Mural,Lipg
Mural,Lipo1
Mural,Lmna
Mural,Lmod1
Mural,Map3k7cl
Mural,Marveld1
Mural,Melk
Mural,Mir143hg
Mural,Mnd1
Mural,Mob2
Mural,Moxd1
Mural,Mprip
Mural,Mrvi1
Mural,Mustn1
Mural,Myh11
Mural,Myl9
Mural,Mylk
Mural,Myocd
Mural,Myom1
Mural,Nab1
Mural,Nexn
Mural,Nrip2
Mural,Obscn
Mural,Olfr558
Mural,Olfr78
Mural,P2rx1
Mural,Palld
Mural,Parp8
Mural,Pask
Mural,Pde3a
Mural,Pdlim1
Mural,Pdlim3
Mural,Pgf
Mural,Phtf2
Mural,Pla2r1
Mural,Plce1
Mural,Plec
Mural,Plin4
Mural,Pln
Mural,Polm
Mural,Ppp1r12a
Mural,Prox2
Mural,Ptges3l
Mural,Rasl11a
Mural,Rasl12
Mural,Rccd1
Mural,Rcn3
Mural,Rnu11
Mural,Rock1
Mural,Ror1
Mural,Samd11
Mural,Sapcd2
Mural,Serping1
Mural,Sgca
Mural,Sh3bgr
Mural,Sh3pxd2a
Mural,Six5
Mural,Slc19a1
Mural,Slc38a11
Mural,Slmap
Mural,Smad6
Mural,Snora16a
Mural,St5
Mural,Susd2
Mural,Susd5
Mural,Tagln
Mural,Tgfb1i1
Mural,Tgfb3
Mural,Tmem231
Mural,Tnxb
Mural,Tpm1
Mural,Tpm2
Mural,Trabd2b
Mural,Traf3ip2
Mural,Tshr
Mural,Uba2
Mural,Vstm4
Mural,Whrn
Mural,Wnt5b
Mural,Wtip
Mural,Zak
Mural,Zbtb10
Mural,Zc2hc1a
Mural,Znf41-ps
